,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,ageCode,workclassCode,educationCode,marital-statusCode,occupationCode,relationshipCode,raceCode,sexCode,native-countryCode,incomeCode
23893,middle-aged,Private,173682,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K,1,4,8,2,3,0,4,1,39,1
23894,old,Private,72257,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K,2,4,15,2,4,0,4,1,39,0
23895,young,?,182332,Assoc-voc,11,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K,4,0,8,2,0,5,4,0,39,0
23896,old,Local-gov,48788,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,5455,0,55,United-States,<=50K,2,2,9,5,10,4,4,0,39,0
23897,young,Private,417668,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,4,4,15,4,8,3,4,1,39,0
23898,young,Private,107458,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,14,0,4,1,39,0
23899,middle-aged,Self-emp-inc,33729,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,1,5,9,2,12,0,4,1,39,1
23900,middle-aged,Private,101977,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,1,4,15,2,12,0,4,1,39,0
23901,adult,?,374716,9th,5,Married-civ-spouse,?,Wife,White,Female,0,0,35,United-States,<=50K,0,0,6,2,0,5,4,0,39,0
23902,adult,Private,214378,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,>50K,0,4,11,0,10,3,4,0,39,1
23903,young,Private,111243,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,50,United-States,<=50K,4,4,11,4,12,2,4,0,39,0
23904,adult,Private,252947,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,0,4,15,2,6,0,2,1,39,0
23905,adult,Local-gov,118500,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,2,15,0,1,4,4,0,39,0
23906,middle-aged,Private,195612,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,1,4,15,2,4,0,4,1,39,1
23907,middle-aged,Local-gov,174575,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1,2,11,2,3,0,4,1,39,0
23908,old,Private,166715,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,2,4,15,2,4,0,4,1,39,0
23909,middle-aged,Self-emp-not-inc,142725,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,1,6,11,2,14,0,4,1,39,0
23910,adult,Private,73471,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,47,United-States,>50K,0,4,9,2,4,0,4,1,39,1
23911,old,Private,241745,5th-6th,3,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,Mexico,<=50K,2,4,4,5,7,4,4,0,26,0
23912,adult,Private,316141,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,7443,0,40,United-States,<=50K,0,4,15,0,10,4,4,0,39,0
23913,old,Local-gov,248595,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,2,2,3,2,8,0,4,1,26,0
23914,old,Private,90189,7th-8th,4,Divorced,Priv-house-serv,Own-child,Black,Female,0,0,16,United-States,<=50K,2,4,5,0,9,3,2,0,39,0
23915,young,Private,148940,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,11,4,6,3,4,1,39,0
23916,old,Local-gov,298035,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,2,2,12,2,10,0,4,1,39,0
23917,old,Private,154728,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,2,4,15,2,13,0,4,1,39,1
23918,middle-aged,Private,166809,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K,1,4,9,0,4,4,4,0,39,1
23919,adult,Private,347623,Masters,14,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K,0,4,12,4,4,4,4,1,39,0
23920,middle-aged,Private,117917,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States,<=50K,1,4,11,2,10,0,0,1,39,0
23921,middle-aged,Private,266860,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,4,9,2,4,0,4,1,39,1
23922,young,Private,229826,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,4,4,11,4,12,1,4,1,39,0
23923,teenager,Private,121788,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,3,4,15,4,12,1,4,0,39,0
23924,middle-aged,Private,151365,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,4,11,0,3,1,4,0,39,0
23925,old,Private,36480,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K,2,4,11,2,12,0,4,1,39,1
23926,middle-aged,Self-emp-not-inc,116666,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,35,United-States,>50K,1,6,14,2,10,0,3,1,39,1
23927,teenager,Private,45316,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,3,4,1,4,8,3,4,0,39,0
23928,teenager,Private,311974,1st-4th,2,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Mexico,<=50K,3,4,3,4,7,2,4,1,26,0
23929,young,Private,115945,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,4,4,12,2,4,0,4,1,39,1
23930,middle-aged,Local-gov,170846,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,2,12,0,4,1,4,0,39,0
23931,old,Private,142922,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,2,4,11,2,3,0,4,1,39,0
23932,old,?,181301,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,2,0,11,2,0,0,4,1,39,0
23933,adult,Private,286675,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,4,11,2,14,0,4,1,39,0
23934,middle-aged,Private,336984,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,<=50K,1,4,11,4,6,3,4,1,39,0
23935,adult,Self-emp-not-inc,379412,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,6,8,2,3,0,4,1,39,0
23936,young,Private,180778,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,75,United-States,<=50K,4,4,11,4,3,1,4,1,39,0
23937,young,Private,141876,Masters,14,Never-married,Prof-specialty,Unmarried,White,Male,0,0,45,?,<=50K,4,4,12,4,10,4,4,1,0,0
23938,young,Private,228306,Some-college,10,Married-AF-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K,4,4,15,1,8,5,4,0,39,1
23939,middle-aged,Private,247469,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,>50K,1,4,10,2,10,5,4,0,39,1
23940,old,Private,673764,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,>50K,2,4,12,4,10,1,4,1,39,1
23941,young,Private,155775,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K,4,4,11,4,3,3,4,1,39,0
23942,adult,Private,81223,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,<=50K,0,4,11,0,4,1,4,0,39,0
23943,middle-aged,Private,236021,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,1,4,15,4,4,1,4,1,39,0
23944,adult,State-gov,103371,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,7,8,4,1,4,4,0,39,0
23945,teenager,Private,199480,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K,3,4,0,4,6,3,4,1,39,0
23946,old,Private,152657,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,2,4,0,2,3,0,2,1,39,0
23947,middle-aged,Federal-gov,460214,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1,1,15,2,1,0,4,1,39,1
23948,old,?,267198,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,<=50K,2,0,14,2,0,0,4,1,39,0
23949,adult,State-gov,111883,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,7,15,4,10,1,4,1,39,0
23950,teenager,Private,292583,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,3,4,11,4,8,3,4,0,39,0
23951,young,Private,391679,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,60,United-States,<=50K,4,4,11,4,12,2,4,1,39,0
23952,adult,Private,475324,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,4,9,2,4,0,4,1,39,0
23953,adult,Self-emp-not-inc,218164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,6,11,2,3,0,4,1,39,0
23954,middle-aged,Self-emp-not-inc,101534,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,15,United-States,>50K,1,6,15,2,4,0,4,1,39,1
23955,adult,Federal-gov,65706,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K,0,1,15,0,4,4,4,0,39,0
23956,old,Self-emp-not-inc,156606,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,<=50K,2,6,15,2,4,5,4,0,39,0
23957,young,Private,200967,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K,4,4,11,0,8,3,4,0,39,0
23958,adult,Local-gov,164493,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K,0,2,15,4,1,3,4,0,39,0
23959,middle-aged,Private,96421,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,24,Outlying-US(Guam-USVI-etc),<=50K,1,4,9,0,10,4,4,0,28,0
23960,adult,Private,554206,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,Philippines,<=50K,0,4,15,4,13,1,2,1,30,0
23961,old,Local-gov,234143,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K,2,2,12,2,4,0,2,1,39,1
23962,young,Private,380544,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,4,4,15,2,1,0,4,1,39,1
23963,adult,Local-gov,103886,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,2,15,0,6,1,4,1,39,0
23964,old,State-gov,54709,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,<=50K,2,7,11,0,1,4,4,0,39,0
23965,young,Private,276548,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,20,United-States,<=50K,4,4,11,2,12,5,4,0,39,0
23966,old,Local-gov,176046,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2267,40,United-States,<=50K,2,2,12,2,10,5,4,0,39,0
23967,middle-aged,Private,323713,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,1,4,11,2,7,0,4,1,39,0
23968,adult,Self-emp-not-inc,261382,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,6,15,2,14,0,4,1,39,0
23969,middle-aged,Private,223548,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,Mexico,<=50K,1,4,5,2,6,0,4,1,26,0
23970,middle-aged,Self-emp-not-inc,355978,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,45,United-States,<=50K,1,6,10,2,14,0,4,1,39,0
23971,middle-aged,Private,107218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,1,4,9,2,4,0,1,1,39,0
23972,young,Self-emp-not-inc,31717,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,4,6,11,2,3,0,4,1,39,0
23973,old,Private,328947,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,2,4,15,6,1,1,4,0,39,0
23974,old,Private,148431,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,2,4,11,2,3,0,4,1,39,0
23975,middle-aged,Private,121602,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,1,4,9,2,4,0,4,1,39,0
23976,old,Private,244087,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K,2,4,10,2,10,0,4,1,39,1
23977,adult,Private,83425,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,4,15,4,1,4,4,0,39,0
23978,young,Private,157308,11th,7,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Female,2829,0,14,Philippines,<=50K,4,4,1,2,6,5,1,0,30,0
23979,young,Private,57898,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,30,United-States,<=50K,4,4,15,4,5,1,4,1,39,0
23980,middle-aged,State-gov,175304,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,7,15,0,12,1,4,0,39,0
23981,old,Self-emp-inc,102663,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,2,5,5,2,4,0,4,1,39,0
23982,teenager,Private,99175,11th,7,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,3,4,1,4,8,1,4,0,39,0
23983,adult,Private,208358,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,4,15,2,3,0,4,1,39,1
23984,old,Private,361561,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K,2,4,14,2,10,0,4,1,39,0
23985,adult,Federal-gov,207066,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,>50K,0,1,11,2,4,0,4,1,39,1
23986,adult,Federal-gov,160910,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,1,11,2,3,0,4,1,39,0
23987,adult,Private,64879,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,4,15,0,12,1,4,0,39,0
23988,adult,State-gov,74163,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,7,9,4,10,1,4,0,39,0
23989,adult,Self-emp-inc,98389,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,5,11,2,4,0,4,1,39,1
23990,young,Private,386019,9th,5,Never-married,Farming-fishing,Unmarried,White,Male,0,0,70,United-States,<=50K,4,4,6,4,5,4,4,1,39,0
23991,teenager,Private,112795,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,3,4,0,4,8,3,4,0,39,0
23992,middle-aged,Private,332465,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,1,4,9,2,10,0,4,1,39,0
23993,teenager,Private,38611,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,23,United-States,<=50K,3,4,1,4,1,3,4,0,39,0
23994,old,Private,368797,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K,2,4,12,2,4,0,4,1,39,1
23995,old,?,108683,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,12,United-States,>50K,2,0,15,2,0,5,4,0,39,1
23996,adult,Self-emp-not-inc,241998,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,0,6,9,2,3,0,4,1,39,0
23997,old,Private,312446,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,2,4,9,2,4,0,4,1,39,1
23998,middle-aged,Private,69333,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K,1,4,11,2,7,0,4,1,39,0
23999,adult,Private,172538,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,0,4,12,4,10,3,4,1,39,0
24000,young,Private,275884,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,4,4,11,5,8,4,2,0,39,0
24001,middle-aged,Private,43479,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K,1,4,15,2,14,0,4,1,39,0
24002,adult,Private,199864,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2057,40,United-States,<=50K,0,4,15,2,1,5,4,0,39,0
24003,old,Private,235197,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,2,4,11,4,1,1,4,0,39,0
24004,adult,Private,170376,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,0,4,11,2,3,0,4,1,39,1
24005,young,Private,325179,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K,4,4,15,4,10,3,4,1,39,0
24006,adult,Private,141841,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States,<=50K,0,4,11,4,8,3,2,1,39,0
24007,young,Private,137974,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,4,4,15,4,8,3,4,0,39,0
24008,old,Self-emp-inc,161325,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,1887,50,United-States,>50K,2,5,7,2,12,0,4,1,39,1
24009,middle-aged,Private,293623,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Dominican-Republic,<=50K,1,4,1,2,3,0,4,1,6,0
24010,young,Private,37783,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,4,4,15,4,8,1,4,0,39,0
24011,middle-aged,Federal-gov,308027,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K,1,1,9,0,4,1,2,0,39,0
24012,middle-aged,Self-emp-not-inc,149218,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,77,United-States,<=50K,1,6,9,2,5,0,4,1,39,0
24013,middle-aged,Local-gov,374450,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,5178,0,40,United-States,>50K,1,2,11,2,14,5,4,0,39,1
24014,young,State-gov,291196,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,4,7,9,4,10,1,2,1,39,0
24015,young,Private,203027,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,55,United-States,<=50K,4,4,11,4,5,1,4,1,39,0
24016,old,Self-emp-inc,223752,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,?,>50K,2,5,9,2,4,0,4,1,0,1
24017,teenager,Private,132680,10th,6,Never-married,Other-service,Own-child,White,Female,0,1602,10,United-States,<=50K,3,4,0,4,8,3,4,0,39,0
24018,old,Private,155574,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,2,4,11,2,10,0,4,1,39,1
24019,adult,State-gov,193565,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,7,12,4,13,1,4,1,39,0
24020,middle-aged,Self-emp-not-inc,123598,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K,1,6,11,4,3,1,4,1,39,0
24021,middle-aged,Private,456236,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,1,4,12,2,1,0,4,1,39,0
24022,middle-aged,Private,163229,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,1,4,11,0,3,1,4,1,39,0
24023,middle-aged,Local-gov,118853,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,99,United-States,>50K,1,2,15,2,13,0,4,1,39,1
24024,adult,Private,31449,Assoc-acdm,12,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,0,4,7,0,7,4,0,0,39,0
24025,young,Private,186370,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,6,0,4,1,39,0
24026,middle-aged,Private,188307,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,1,4,11,0,3,4,4,0,39,0
24027,middle-aged,Private,119471,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,56,Philippines,>50K,1,4,8,2,8,0,1,1,30,1
24028,old,Local-gov,167347,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K,2,2,15,2,1,0,4,1,39,0
24029,middle-aged,Private,184378,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,4,11,5,3,1,4,1,39,0
24030,adult,Private,348960,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,4,11,4,13,1,4,1,39,0
24031,young,Local-gov,69640,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,2,15,4,11,1,4,1,39,0
24032,teenager,Private,279593,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K,3,4,1,4,10,3,4,0,39,0
24033,young,Private,211968,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K,4,4,15,4,10,3,4,0,39,0
24034,teenager,Private,194561,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K,3,4,15,4,8,3,4,1,39,0
24035,adult,State-gov,462832,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,Trinadad&Tobago,<=50K,0,7,15,2,4,5,2,0,38,0
24036,adult,Private,48972,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,4,15,0,1,4,4,0,39,0
24037,young,Self-emp-not-inc,35032,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,4,6,9,4,4,1,4,1,39,0
24038,middle-aged,Private,228583,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,<=50K,1,4,15,2,3,0,4,1,0,0
24039,adult,Private,108140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,0,4,9,2,4,0,4,1,39,1
24040,adult,State-gov,112497,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K,0,7,9,2,11,0,4,1,39,0
24041,middle-aged,Private,200734,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,Trinadad&Tobago,<=50K,1,4,15,0,1,4,2,0,38,0
24042,middle-aged,Private,31807,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,1,4,15,4,4,4,4,0,39,0
